run_name,state,input,value
SQ,VA,BSBvaPR_seas2_op,2025-12-31
SQ,VA,BSBvaPR_seas2_cl,2025-12-31
SQ,VA,BSBvaPR_2_bag,0
SQ,VA,BSBvaPR_2_len,13
SQ,VA,BSBvaSH_seas2_op,2025-12-31
SQ,VA,BSBvaSH_seas2_cl,2025-12-31
SQ,VA,BSBvaSH_2_bag,0
SQ,VA,BSBvaSH_2_len,13
SQ,VA,BSBvaFH_seas3_op,2025-12-31
SQ,VA,BSBvaFH_seas3_cl,2025-12-31
SQ,VA,BSBvaFH_3_bag,0
SQ,VA,BSBvaFH_3_len,13
SQ,VA,BSBvaPR_seas3_op,2025-12-31
SQ,VA,BSBvaPR_seas3_cl,2025-12-31
SQ,VA,BSBvaPR_3_bag,0
SQ,VA,BSBvaPR_3_len,13
SQ,VA,BSBvaSH_seas3_op,2025-12-31
SQ,VA,BSBvaSH_seas3_cl,2025-12-31
SQ,VA,BSBvaSH_3_bag,0
SQ,VA,BSBvaSH_3_len,13
SQ,VA,SCUPvaFH_seas1_op,2025-12-31
SQ,VA,SCUPvaFH_seas1_cl,2025-12-31
SQ,VA,SCUPvaFH_1_bag,0
SQ,VA,SCUPvaFH_1_len,9
SQ,VA,SCUPvaPR_seas1_op,2025-12-31
SQ,VA,SCUPvaPR_seas1_cl,2025-12-31
SQ,VA,SCUPvaPR_1_bag,0
SQ,VA,SCUPvaPR_1_len,9
SQ,VA,SCUPvaSH_seas1_op,2025-12-31
SQ,VA,SCUPvaSH_seas1_cl,2025-12-31
SQ,VA,SCUPvaSH_1_bag,0
SQ,VA,SCUPvaSH_1_len,9
SQ,VA,SCUPvaFH_seas2_op,2025-12-31
SQ,VA,SCUPvaFH_seas2_cl,2025-12-31
SQ,VA,SCUPvaFH_2_bag,0
SQ,VA,SCUPvaFH_2_len,9
SQ,VA,SCUPvaPR_seas2_op,2025-12-31
SQ,VA,SCUPvaPR_seas2_cl,2025-12-31
SQ,VA,SCUPvaPR_2_bag,0
SQ,VA,SCUPvaPR_2_len,9
SQ,VA,SCUPvaSH_seas2_op,2025-12-31
SQ,VA,SCUPvaSH_seas2_cl,2025-12-31
SQ,VA,SCUPvaSH_2_bag,0
SQ,VA,SCUPvaSH_2_len,9
SQ,NC,SFncFH_seas1_op,2025-12-31
SQ,NC,SFncFH_seas1_cl,2025-12-31
SQ,NC,SFncFH_1_bag,0
SQ,NC,SFncFH_1_len,15
SQ,NC,SFncPR_seas1_op,2025-12-31
SQ,NC,SFncPR_seas1_cl,2025-12-31
SQ,NC,SFncPR_1_bag,0
SQ,NC,SFncPR_1_len,15
SQ,NC,SFncSH_seas1_op,2025-12-31
SQ,NC,SFncSH_seas1_cl,2025-12-31
SQ,NC,SFncSH_1_bag,0
SQ,NC,SFncSH_1_len,15
SQ,NC,SFncFH_seas2_op,2025-12-31
SQ,NC,SFncFH_seas2_cl,2025-12-31
SQ,NC,SFncFH_2_bag,0
SQ,NC,SFncFH_2_len,15
SQ,NC,SFncPR_seas2_op,2025-12-31
SQ,NC,SFncPR_seas2_cl,2025-12-31
SQ,NC,SFncPR_2_bag,0
SQ,NC,SFncPR_2_len,15
SQ,NC,SFncSH_seas2_op,2025-12-31
SQ,NC,SFncSH_seas2_cl,2025-12-31
SQ,NC,SFncSH_2_bag,0
SQ,NC,SFncSH_2_len,15
SQ,NC,BSBncFH_seas1_op,2025-12-31
SQ,NC,BSBncFH_seas1_cl,2025-12-31
SQ,NC,BSBncFH_1_bag,0
SQ,NC,BSBncFH_1_len,13
SQ,NC,BSBncPR_seas1_op,2025-12-31
SQ,NC,BSBncPR_seas1_cl,2025-12-31
SQ,NC,BSBncPR_1_bag,0
SQ,NC,BSBncPR_1_len,13
SQ,NC,BSBncSH_seas1_op,2025-12-31
SQ,NC,BSBncSH_seas1_cl,2025-12-31
SQ,NC,BSBncSH_1_bag,0
SQ,NC,BSBncSH_1_len,13
SQ,NC,BSBncFH_seas2_op,2025-12-31
SQ,NC,BSBncFH_seas2_cl,2025-12-31
SQ,NC,BSBncFH_2_bag,0
SQ,NC,BSBncFH_2_len,13
SQ,NC,BSBncPR_seas2_op,2025-12-31
SQ,NC,BSBncPR_seas2_cl,2025-12-31
SQ,NC,BSBncPR_2_bag,0
SQ,NC,BSBncPR_2_len,13
SQ,NC,BSBncSH_seas2_op,2025-12-31
SQ,NC,BSBncSH_seas2_cl,2025-12-31
SQ,NC,BSBncSH_2_bag,0
SQ,NC,BSBncSH_2_len,13
SQ,NC,BSBncFH_seas3_op,2025-12-31
SQ,NC,BSBncFH_seas3_cl,2025-12-31
SQ,NC,BSBncFH_3_bag,0
SQ,NC,BSBncFH_3_len,13
SQ,NC,BSBncPR_seas3_op,2025-12-31
SQ,NC,BSBncPR_seas3_cl,2025-12-31
SQ,NC,BSBncPR_3_bag,0
SQ,NC,BSBncPR_3_len,13
SQ,NC,BSBncSH_seas3_op,2025-12-31
SQ,NC,BSBncSH_seas3_cl,2025-12-31
SQ,NC,BSBncSH_3_bag,0
SQ,NC,BSBncSH_3_len,13
SQ,NC,SCUPncFH_seas1_op,2025-12-31
SQ,NC,SCUPncFH_seas1_cl,2025-12-31
SQ,NC,SCUPncFH_1_bag,0
SQ,NC,SCUPncFH_1_len,9
SQ,NC,SCUPncPR_seas1_op,2025-12-31
SQ,NC,SCUPncPR_seas1_cl,2025-12-31
SQ,NC,SCUPncPR_1_bag,0
SQ,NC,SCUPncPR_1_len,9
SQ,NC,SCUPncSH_seas1_op,2025-12-31
SQ,NC,SCUPncSH_seas1_cl,2025-12-31
SQ,NC,SCUPncSH_1_bag,0
SQ,NC,SCUPncSH_1_len,9
SQ,NC,SCUPncFH_seas2_op,2025-12-31
SQ,NC,SCUPncFH_seas2_cl,2025-12-31
SQ,NC,SCUPncFH_2_bag,0
SQ,NC,SCUPncFH_2_len,9
SQ,NC,SCUPncPR_seas2_op,2025-12-31
SQ,NC,SCUPncPR_seas2_cl,2025-12-31
SQ,NC,SCUPncPR_2_bag,0
SQ,NC,SCUPncPR_2_len,9
SQ,NC,SCUPncSH_seas2_op,2025-12-31
SQ,NC,SCUPncSH_seas2_cl,2025-12-31
SQ,NC,SCUPncSH_2_bag,0
SQ,NC,SCUPncSH_2_len,9
